registered-profile-gate	apps/web/src/contracts/capability.ts	sha256:a191d26915060924ce37fad8c7a8a748bac5027a66230cc8b564038d20898009
dispatcher-registered-gate	apps/desktop/src/dispatcher.ts	sha256:a3c7edc8277394732d8fc6909bc049d2c9642239cd83bb624ee6f62a3ee22f90
mobile-stepup-binding	packages/mobile-contracts/test/ep034_unit_approval_binding_test.dart	sha256:f3cfb85bbf7e1d578f32a5c305b35b3caf1c919782883ba65da7d042981e6714
native-security-channel	apps/mobile/lib/src/native/security_channel.dart	sha256:2bd07033fc59a160dd07ad62102d3036d6afb65387a791d9c658308515355358
native-android	apps/mobile/android/app/src/main/kotlin/com/nexus/nexus_mobile/MainActivity.kt	sha256:a52d31e0b097371bd36fde650b3a3480b06ab6d61276c6c222ff7f90ec0229a4
native-ios	apps/mobile/ios/Runner/AppDelegate.swift	sha256:7659b1c85eecf8528f7b2475ddcbc87dd35f4148576da4b0e9828657d30fdf93
native-channel-hostile	apps/mobile/test/ep034_native_security_channel_test.dart	sha256:a2827fcfbe64ad2b93e780b75aa7ff81cd3ab27bcf15b25453b608987b7e9d3b
pwa-entry	apps/web/src/main.tsx	sha256:260a4c3e40c100ca00c6c497a32adb7007bfdf556643775fa7f2f20e9d5034b0
pwa-build	apps/web/vite.config.ts	sha256:96390dc8c20e72b6551f36d8e6447d2a3acf21d9878a5ca1200e5a4b0e8781cb
pwa-hostile	apps/web/src/__tests__/ep033_aud038_pwa_entry.test.tsx	sha256:82d1113685b7bbe47f19c8cf38c549beb0ecb883b6a7bdcf42592b90dd214461
lf004-fixture-truth	tests/livefire/mobile/test/ep034_lf004_multi_user_test.dart	sha256:b93eae1e4fbe0b2508a45972ea0fddb0e75173fea8fcf7ba136ab2cc59e82549
node-verify	scripts/nodes/RX-016.sh	sha256:3243c9dff310981f19ca19f6c38f9743a6111b59363eb8050e5c2bfdd8cdc527
